Date,Year,Type,Country,Area,Location,Activity,Sex ,Injury,Fatal (Y/N),Species ,Age_clean
1956-10-27,1956.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Glencairn, False Bay",Free diving for sinkers,M,Right heel lacerated & swim fin removed by shark,N,"WHITE SHARK, ACCORDING TO WITNESSES",29.0
1956-01-16,1956.0,Unprovoked,COSTA RICA,Unknow,San Juan River,Swimming,M,"FATAL, leg severed",Y,UNKNOW,33.0
1955-07-25,1955.0,Unprovoked,JAPAN,Okayama Prefecture,Usimado-no-Seto,Surfing,M,FATAL,Y,BLUE SHARK,22.0
1954-08-12,1954.0,Provoked,CUBA,Guantanamo Province,Boqueron,Spearfishing,M,Knee bitten by shark that his dive buddy had shot  PROVOKED INCIDENT,N,"NURSE SHARK, 58, 34-LB",28.0
1953-07-31,1953.0,Unprovoked,MEXICO,Colima,Manzanillo,Wading,F,FATAL,Y,UNKNOW,18.0
1953-07-15,1953.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Standing,F,Lower left leg severely bitten,N,UNKNOW,26.0
1952-07-13,1952.0,Provoked,USA,California,"San Diego, San Diego County",Fishing,M,Part of hand removed by shark he had caught PROVOKED INCIDENT,N,UNKNOW,34.0
1952-01-01,1952.0,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Manus Island,Spearfishing,M,"Arm bitten, surgically amputated",N,UNKNOW,28.0
1949-12-01,1949.0,Unprovoked,AUSTRALIA,Victoria,Seaholme,Lying on the bottom of a 16' dinghy,M,"No injury,     Shark landed on top of him, knocked him back down 3 times",N,"GREY NURSE SHARK, 2.6 M [8.5']",35.0
1948-12-05,1948.0,Sea Disaster,NORTH PACIFIC OCEAN,Between Kwajalein Atoll & Johnston Island,500 nautical miles southwest of Johnston Island,Air/Sea Disaster involving C-54 Air Force Transport No. 2686 with 37 on board,M,"32 survived, 5 perished; sharks fed on the dead but did not bite the survivors",Y,UNKNOW,28.0
1848-09-17,1848.0,Unprovoked,TURKEY,Adana Province,Yumurtalik,Swimming,M,FATAL,Y,UNKNOW,28.0
1947-12-01,1947.0,Unprovoked,SENEGAL,Unknow,"Tiaroye, near Dakar, Cap Vert Peninsula",Fishing / diving,M,"FATAL, right thigh bitten",Y,TIGER SHARK,28.0
1946-01-05,1946.0,Unprovoked,AUSTRALIA,New South Wales,"Oatley Bay near Como, George’s River",Swimming,F,"FATAL, left leg severed, right leg injured",Y,UNKNOW,14.0
1940-01-01,1940.0,Invalid,SOUTH AFRICA,Eastern Cape Province,Kidd's Beach,Swimming,M,No details,UNKNOWN,QUESTIONABLE INCIDENT,28.0
1938-03-21,1938.0,Unprovoked,FIJI,Viti Levu,Singatoka River,Wading,M,unknown,N,UNKNOW,28.0
1937-08-31,1937.0,Unprovoked,AUSTRALIA,Torres Strait,"Mabuiag Island, between New Guinea & Australia","Diving from the lugger San, operated by the Protector of the Aborigines",M,"Head, neck & shoulder bitten (In 1918, he was also bitten by a shark off Cairns)",N,"TIGER SHARK, 9' TO 10'",38.0
1936-08-13,1936.0,Unprovoked,ICELAND,Fishing Grounds,Unknow,Swept overboard,M,"Bond's foot was injured, Kinch's back was injured",N,UNKNOW,28.0
1935-12-23,1935.0,Provoked,AUSTRALIA,Victoria,150 yards from the pier at Lorne,Cruising,M,"Harpooned shark stove in bow (20 x 10 hole), boat sank PROVOKED INCIDENT",N,4.3 M [14'] SHARK,28.0
1935-09-21,1935.0,Unprovoked,USA,North Carolina,"Brown’s Inlet on New River, Onslow Beach",Swimming,M,"FATAL, thigh bitten",Y,UNKNOW,38.0
1935-06-18,1935.0,Unprovoked,USA,New Jersey,50 miles offshore,"Fishing for bluefish, shark leapt into dory",M,Arm lacerated by a shark that leapt onto boat,N,4.6 M [15'] SHARK,31.0
1933-02-14,1933.0,Watercraft,AUSTRALIA,South Australia,Adelaide,Surfing,M,No injury to occupants. Shark leapt into boat during sailing races,N,UNKNOW,28.0
1933-01-04,1933.0,Unprovoked,AUSTRALIA,Queensland,"Strand Beach, Kissing Point, Townsville",Swimming,M,Severe abdominal wounds FATAL (Note: 14 days earlier a dog was bitten in two by a large shark),Y,UNKNOW,38.0
1932-11-08,1932.0,Sea Disaster,CUBA,Unknow,Unknow,Hurricane & Tidal Wave,M,Unknow,UNKNOWN,UNKNOW,28.0
1932-05-12,1932.0,Unprovoked,AUSTRALIA,Torres Strait,Near Warrior Reefs,Pearl diving,M,FATAL,Y,UNKNOW,28.0
1931-09-27,1931.0,Unprovoked,JAMAICA,Kingston Parish,"East Beach, Kingston",Diving off wharf,M,FATAL,Y,UNKNOW,28.0
1931-07-15,1931.0,Unprovoked,USA,New Jersey,"Sea Girt, Monmouth County",Swimming,M,Nipped on leg,N,UNKNOW,28.0
1931-01-14,1931.0,Unprovoked,AUSTRALIA,Torres Strait,Unknow,Pearl diving,M,"Thigh, kneecap & lower leg badly lacerated",N,UNKNOW,28.0
1931-01-07,1931.0,Unprovoked,AUSTRALIA,Queensland,"Yeppoon, near Ross Creek",Swimming,M,Severe bump & few superficial wounds,N,1.5 M [5'] SHARK,18.0
1930-07-19,1930.0,Unprovoked,CUBA,Havana Province,"LaPlaya Beach / Vedado, Havana",Swimming,M,"Right arm & leg bitten, arm & leg surgically amputated",N,UNKNOW,29.0
1929-12-03,1929.0,Unprovoked,AUSTRALIA,Queensland,Townsville,Surfing,M,FATAL,Y,UNKNOW,50.0
1927-01-03,1927.0,Unprovoked,AUSTRALIA,New South Wales,"Grey’s Point, Port Hacking",Swimming,M,"FATAL, leg bitten from thigh to ankle",Y,3.7 M [12'] SHARK,15.0
1925-11-22,1925.0,Unprovoked,AUSTRALIA,Western Australia,Cottesloe Beach,Floating on his back,M,"FATAL, thigh  & torso bitten, then shark charged rescue boat",Y,"TIGER SHARK, 4 M [13'] FEMALE",55.0
1925-11-01,1925.0,Unprovoked,USA,Puerto Rico,"Condado Beach, San Juan",Surfing,M,Both calves lacerated,N,UNKNOW,28.0
1924-07-04,1924.0,Watercraft,USA,California,"Newport Beach, Orange County",Fishing,M,"No injury, shark tore hole in the side of the boat",N,UNKNOW,14.0
1923-11-02,1923.0,Invalid,AUSTRALIA,New South Wales,Bellinger Head,Fishing,M,FATAL,UNKNOWN,SHARK INVOLVEMENT SUSPECTED BUT NOT CONFIRMED,28.0
1923-02-01,1923.0,Unprovoked,USA,Puerto Rico,San Juan,Swimming,M,"Right calf, right side of abdomen & left wrist & hand bitten",N,UNKNOW,25.0
1919-12-30,1919.0,Unprovoked,AUSTRALIA,Queensland,Brible Island,Swimming,M,Lacerations to left leg,N,UNKNOW,29.0
1915-07-06,1915.0,Unprovoked,MEXICO,Unknow,Santa Maria Bar,Wading,M,FATAL,Y,UNKNOW,28.0
1912-02-19,1912.0,Unprovoked,AUSTRALIA,New South Wales,Coogee,Swimming,M,Left calf & heel bitten,N,UNKNOW,18.0
1909-03-06,1909.0,Sea Disaster,SOUTH AFRICA,South Atlantic Ocean,Possession Island,Wreck of the 1308-ton Norwegian ship Auckland,F,FATAL,Y,UNKNOW,28.0
1907-10-12,1907.0,Invalid,HAITI,Tiburon Peninsula,Aux Cayes (now Les Cayes),Reached out to disentangle rope & fell overboard,M,"No attack, no injury",UNKNOWN,INVALID,28.0
1907-01-01,1907.0,Unprovoked,USA,Hawaii,"Pepe'ekeo, Honomu, Hawai'i","Net fishing, fell into the water",M,FATAL,Y,UNKNOW,28.0
1906-10-10,1906.0,Unprovoked,USA,Hawaii,Unknow,Diving,M,Arm severed,N,UNKNOW,28.0
1906-02-14,1906.0,Invalid,NEW ZEALAND,North Island,Mototapu Island,Swimming,M,Shark involvement prior to death was not determined,UNKNOWN,QUESTIONABLE,28.0
1901-06-24,1901.0,Unprovoked,PHILIPPINES,Western Viscayas,"Island of Panay, Iliolo",Swimming,M,Left thigh stripped of flesh 4 above the knee,N,UNKNOW,28.0
1900-10-27,1900.0,Invalid,SOUTH AFRICA,Western Cape Province,"Woodstock Beach, Cape Town",Swimming,M,Probable drowning & scavenging,UNKNOWN,QUESTIONABLE,28.0
1900-09-13,1900.0,Unprovoked,USA,Rhode Island,Coddington Cove,Diving,M,No injury,UNKNOWN,UNKNOW,28.0
1900-09-05,1900.0,Unprovoked,USA,Hawaii,"Waikiki Beach, Oahu",Floating,M,Bathing suit torn & imprints of the shark's teeth on his body,N,UNKNOW,28.0
1897-01-01,1897.0,Unprovoked,EGYPT,Mediterranean Sea,Port Said,Surfing,M,No details,UNKNOWN,UNKNOW,28.0
1896-12-17,1896.0,Unprovoked,NEW ZEALAND,South Island,Hoiktika,Surfing,M,FATAL,Y,UNKNOW,28.0
1896-11-01,1896.0,Unprovoked,AUSTRALIA,Western Australia,Esperance,Boat swamped,M,FATAL,Y,UNKNOW,28.0
1894-06-15,1894.0,Unprovoked,USA,North Carolina,"New Bern, Craven County",Bathing,M,Right leg bitten,N,UNKNOW,28.0
1890-05-14,1890.0,Invalid,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,Surfing,M,"Forensic evidence indicated death resulted from drowning, his body was subsequently scavenged by a shark",UNKNOWN,INVALID,28.0
1890-02-25,1890.0,Watercraft,MALTA,Munxar Reef,Marsascala,"Fishing boat with 4 men on board was rammed & capsized by  a shark, throwing all occupants into the water",M,"FATAL, 2 men were lost, presumed taken by the shark",Y,UNKNOW,28.0
1888-08-01,1888.0,Watercraft,USA,New York,Unknow,Sailing,M,No injury to occupants. Shark beat away with oar,N,UNKNOW,28.0
1885-11-26,1885.0,Watercraft,AUSTRALIA,Queensland,Brisbane,Surfing,M,"No injury to occupant, shark bit off section of the boat's rudder",N,15' SHARK,28.0
1884-12-08,1884.0,Provoked,FRANCE,Côte d'Azur,Between Nice & Villefranche,Surfing,F,FATAL            Leg severed by harpooned shark PROVOKED INCIDENT,Y,10' SHARK,28.0
1879-09-22,1879.0,Provoked,SPAIN,Valencia,Castellon de la Plana,Fishing,M,"No injuries to occupants, Hooked shark bit boat  PROVOKED INCIDENT",N,2.5 M SHARK,28.0
1879-03-10,1879.0,Invalid,AUSTRALIA,New South Wales,Near Sydney,The steamship Bonnie Dundee lost in collision,M,Partial  remains found in shark,UNKNOWN,SHARK INVOLVEMENT PRIOR TO DEATH UNCONFIRMED,28.0
1877-08-28,1877.0,Invalid,INDIAN OCEAN,Unknow,Unknow,Surfing,F,Partial human remains found in 13' shark,UNKNOWN,SHARK INVOLVEMENT PRIOR TO DEATH UNCONFIRMED,28.0
1874-01-01,1874.0,Sea Disaster,TUVALU,Unknow,Between Nanumea & Nanumaga Atolls,Fleet of canoes caught by a squall and charged by sharks.,M,"2 people out of +70 survived, one of whom was bitten by sharks",Y,UNKNOW,28.0
1861-02-12,1861.0,Unprovoked,EQUATORIAL GUINEA / CAMEROON,Fernando Po Island,Unknow,Swimming,M,FATAL,Y,UNKNOW,28.0
1853-07-13,1853.0,Unprovoked,USA,South Carolina,"Charleston Harbor, Charleston County",Swimming,M,FATAL,Y,TIGER SHARK (PREGNANT),28.0
1840-02-01,1840.0,Watercraft,AUSTRALIA,Tasmania,George Town Cove,Sailing,M,"No injury to occupant, shark seized stern post",N,UNKNOW,28.0
1831-01-22,1831.0,Invalid,AUSTRALIA,Tasmania,Hobart,"Boat capsized, clinging to line",M,"Drowned, no shark involvement",UNKNOWN,INVALID,28.0
2023-08-07,2023.0,Unprovoked,USA,New York,Rockaway,Wading,F,Laceration to left posterior thigh,N,UNKNOW,65.0
2023-07-04,2023.0,Unprovoked,USA,New York,"Fire Island Pines, Suffolk County",Swimming,M,Injury to right hand,N,3' SHARK,49.0
2023-05-18,2023.0,Unprovoked,USA,Florida,"Marathon, Monroe County",Spearfishing,M,Unknow,N,UNKNOW,20.0
2023-05-01,2023.0,Unprovoked,SOUTH AFRICA,Easten Cape Province,Mngcibe Beach,Diving for crayfish,M,Shoulder injured,N,UNKNOW,39.0
2023-01-30,2023.0,Unprovoked,AUSTRALIA,Queensland,Lady Musgrave Island,Fishing,M,Minor injury to chest,N,A SMALL SHARK,8.0
2022-10-28,2022.0,Unprovoked,BAHAMAS,Unknow,Cat Island,Diving,M,Torso bitten,N,UNKNOW,28.0
2022-07-20,2022.0,Unprovoked,USA,New York,"Kismet Beach, Long Island",Surfing,M,Four-inch cut to right foot,N,6' SHARK,16.0
2022-06-30,2022.0,Unprovoked,USA,New York,"Jones Beach, Nassau County",Swimming,M,Injury to right foot,N,SHARK INVOLVEMENT NOT CONFIRMED,28.0
2022-04-09,2022.0,Provoked,USA,New Jersey,Tutle Back Zoo,Feeding sharks & stingrays,F,Finger nipped by captive shark PROVOKED INCIDENT,N,EPAULETTE SHARK,12.0
2021-11-07,2021.0,Unprovoked,USA,Hawaii,"Lahaina, Maui",Spearfishing,F,Leg bitten,N,UNKNOW,27.0
2021-11-02,2021.0,Unprovoked,NEW ZEALAND,North Island,Taranaki,Surfing,M,Fingers lacerated,N,BROADNOSE SEVEN GILL SHARK,26.0
2021-07-10,2021.0,Unprovoked,USA,Florida,"46 miles off Mayport, Duval County",Spearfishing,M,Shark involvement prior to death not confirmed,Y,UNKNOW,36.0
2021-05-06,2021.0,Unprovoked,USA,Florida,"Daytona Beach Shores, Volusia County",Wading,F,Nick on foot,N,UNKNOW,21.0
2021-01-02,2021.0,Unprovoked,USA,Hawaii,"Anaehoomalu Bay
Waikoloa, Hawaii County",Swimming,F,Significant injury to right lower leg,N,UNKNOW,68.0
2020-10-07,2020.0,Unprovoked,USA,Florida,"Miami Beach, Miami-Dade County",Body Surfing,M,Laceration to lower leg,N,BLACKTIP SHARK,31.0
2020-08-23,2020.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Standing,M,Minor injury to foot,N,UNKNOW,23.0
2020-07-27,2020.0,Unprovoked,USA,Maine,"Bailey Island, Cumberland County",Swimming,F,FATAL,Y,"WHITE SHARK, 11'?",63.0
2020-06-10,2020.0,Unprovoked,NEW CALEDONIA,South Province,"Plateau de Ricaudy, Nouméa",Windsurfing,M,FATAL,Y,TIGER SHARK,30.0
2020-04-29,2020.0,Unknow,USA,California,"Moonlight Beach, San Diego County",Body Boarding,M,Minor injury to ankle from stingray,N,UNKNOW,16.0
2019-11-02,2019.0,Questionable,REUNION ISLAND,Saint-Gilles,L’Hermitage Lagoon,Snorkeling,M,Hand recovered from shark. Later confirmed death most likely due to drowning,Y,10' TIGER SHARK,44.0
2019-08-27,2019.0,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Hand and calf bitten when he jumped off surfboard and landed on the shark PROVOKED INCIDENT,N,6.5' SHARK,40.0
2019-07-09,2019.0,Unprovoked,AUSTRALIA,Queensland,"Pelican Waters, Caloundra",Paddle boarding,M,Puncture wounds to wrist,N,BULL SHARK PUP,43.0
2019-07-04,2019.0,Unprovoked,BAHAMAS,Abaco Islands,Great Guana Cay,Snorkeling,M,Unknown,N,UNKNOW,32.0
2019-06-30,2019.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Minor injury to foot,N,UNKNOW,18.0
2019-06-21,2019.0,Unprovoked,BAHAMAS,Abaco Islands,Unknow,Spearfishing,M,Lacerations to left calf,N,UNKNOW,28.0
2017-08-03,2017.0,Provoked,USA,Massachusetts,"Menauhant Beach, Falmouth,
Barnstable County",Fishing,M,Foot bitten by landed shark PROVOKED INCIDENT,N,4' SHARK,34.0
2017-07-23,2017.0,Unprovoked,SPAIN,Majorca,"Estanys Beach, Colonia de Sant",Swimming,F,Abrasion to arm from shark's rough skin,N,BLUE SHARK 6',28.0
2017-01-01,2017.0,Unprovoked,FRENCH POLYNESIA,Marquesas,"Atuona Bay, Hiva Oa Island",Surfing,M,Injuries to hand and wrist,N,UNKNOW,28.0
2017-04-13,2017.0,Unprovoked,USA,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,M,Lacerations to right foot,N,UNKNOW,17.0
2016-06-07,2016.0,Invalid,USA,South Carolina,"Folly Beach, Charleston County",Surfing,M,"No injury, board damaged",UNKNOWN,SAID TO INVOLVE AN 8' SHARK BUT MORE LIKELY DAMAGE CAUSED BY DEBRIS,27.0
2016-02-19,2016.0,Unprovoked,NEW CALEDONIA,South Province,Yate,Spearfishing,M,Forearm bitten,N,UNKNOW,31.0
2015-10-17,2015.0,Unprovoked,USA,Hawaii,"Lanikai Beach, Kailua, Oahu",Swimming,M,Severe injuries to lower legs. Foot later surgically amputated.,N,"TIGER SHARK, 7'",44.0
2015-09-01,2015.0,Unprovoked,FIJI,Unknow,Unknow,Spearfishing,M,Leg bitten,N,TIGER SHARK,28.0
2015-07-23,2015.0,Provoked,USA,California,"La Jolla, San Diego County",Kayak Fishing,M,No injury to occupant. Kayak bitten by gaffed shark. PROVOKED INCIDENT,N,"MAKO SHARK, 100-LB",31.0
2015-07-04,2015.0,Unprovoked,BAHAMAS,Grand Bahama Island,"Port Lucaya, Freeport",Spearfishing,F,Lacerations to lower leg & ankle,N,6' SHARK,23.0
2015-05-07,2015.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,M,"Lacerations to lower left leg, ankle & foot",N,UNKNOW,28.0
2015-02-08,2015.0,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Byron Bay",Surfing,M,Laceration & puncture wounds to right flank & hip,N,2 M TO  3 M SHARK,35.0
2014-11-19,2014.0,Watercraft,AUSTRALIA,Western Australia,Freo,Fishing,M,"Shark chasing fish bumped boat, no injury to occupants",N,WHITE SHARK,28.0
2014-09-01,2014.0,Unprovoked,SPAIN,Catalonia,Salou,Playing with an air mattress,M,Lacerations to right hand,N,UNKNOW,16.0
2014-08-29,2014.0,Invalid,USA,Florida,"Atlantic Beach, Duval County",Surfing,M,Shark involvement not confirmed,UNKNOWN,SHARK INVOLVEMENT NOT CONFIRMED,28.0
2014-08-27,2014.0,Unprovoked,SPAIN,Alicante,Benidorm,Swimming,F,Minor lacerations to posterior lower leg,N,SMALL SHARK,30.0
2014-07-27,2014.0,Unprovoked,USA,North Carolina,"Sunset Beach, Brunswick County",Swimming,M,Left foot bitten,N,POSSIBLY JUVENILE TIGER SHARK,28.0
2014-07-16,2014.0,Unprovoked,USA,Hawaii,"Paia Bay, Maui",Swimming,M,Lacerations to left foot,N,6' TO 8' SHARK,61.0
2014-05-06,2014.0,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,F,Lacerations to left foot,N,4' TO 5' SHARK,40.0
2013-11-10,2013.0,Provoked,BAHAMAS,Unknow,Off Cape Eleuthera,Shark fishing,M,Injuries to arm & leg by hooked shark   PROVOKED INCIDENT,N,UNKNOW,77.0
2013-10-11,2013.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Albatros Point, near Jeffrey's Bay",Swimming / snorkeling,M,FATAL,Y,WHITE SHARK,74.0
2013-09-25,2013.0,Unprovoked,USA,Florida,"Panama City, Bay County",Standing,M,Laceration and puncture wounds to ankle,N,UNKNOW,7.0
2013-07-28,2013.0,Unprovoked,BAHAMAS,Abaco Islands,Grand Cay,Diving,M,Bitten on rear lower extremities,N,UNKNOW,50.0
2012-09-10,2012.0,Unprovoked,TONGA,Vava'u,Eueiki Island,Swimming,F,Injuries to thighs & buttocks,N,POSSIBLY A 3 M BULL SHARK,29.0
2012-04-11,2012.0,Watercraft,AUSTRALIA,South Australia,"Dolphin Bay, Innes National Park",Kayaking,M,Minor wound to his thigh when shark bit kayak,N,"WHITE SHARK, 6M",27.0
2012-03-22,2012.0,Watercraft,AUSTRALIA,Western Australia,Kalbarri,Crayfishing,M,"No injury to occupants. Shark bit propelle, rope & crayfish float",N,WHITE SHARK,28.0
2011-10-20,2011.0,Unprovoked,USA,Oregon,"Newport, Lincoln County",Surfing,M,"No injury, shark bit surfboard",N,"WHITE SHARK, 15'",41.0
2011-09-17,2011.0,Unprovoked,KENYA,Coast Province,"Mama Ngina Beach, Mombasa",Swimming,M,FATAL,Y,UNKNOW,17.0
2011-08-26,2011.0,Unprovoked,RUSSIA,Primorsky Krai,Slavyanka,"Standing, collecting sea stars",M,Superficial laceration to shoulder,N,UNKNOW,28.0
2011-02-12,2011.0,Unprovoked,AUSTRALIA,Western Australia,Exmouth,Snorkeling,M,Arm bitten,N,UNKNOW,58.0
2011-01-20,2011.0,Invalid,AUSTRALIA,New South Wales,Cudgen Creek,Swimming,F,Lacerations to both legs,UNKNOWN,SHARK INVOLVEMENT NOT CONFIRMED,7.0
2010-11-14,2010.0,Unprovoked,INDONESIA,Bali,Balian,Surfing,M,Hand bitten,N,UNKNOW,28.0
2010-07-19,2010.0,Unprovoked,USA,South Carolina,Myrtle Beach,Swimming,M,Minor lacerations to left calf,N,POSSIBLY A SMALL BLACKTIP SHARK,10.0
2010-07-16,2010.0,Provoked,SPAIN,Grand Canary Island,"Sardina del Norte, Gáldar",Swimming,M,Lacerations to left foot when he stepped on the shark PROVOKED INCIDENT,N,ANGEL SHARK,9.0
2009-11-13,2009.0,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Surfing,F,Foot bitten,N,UNKNOW,27.0
2008-11-09,2008.0,Watercraft,AUSTRALIA,South Australia,North Haven,Fishing,M,"No injury to occupant, shark bit dinghy & motor",N,BRONZE WHALER SHARK,28.0
2008-10-22,2008.0,Provoked,AUSTRALIA,New South Wales,"Oceanworld, Manley",Scuba diving,M,Small laceration to head from captive shark,N,"GREY NURSE SHARK, 3M",34.0
2008-09-09,2008.0,Unprovoked,USA,Hawaii,"Ka'a'awa, Oahu",Surfing,M,Bitten on right thigh & calf,N,TIGER SHARK,40.0
2008-07-11,2008.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Surfing,M,Laceration to foream,N,UNKNOW,24.0
2008-04-25,2008.0,Unprovoked,USA,California,"Solana Beach, San Diego County",Swimming,M,FATAL,Y,"WHITE SHARK, 12' TO 15'",66.0
2007-06-30,2007.0,Provoked,USA,Florida,Marques Island,Removing hook from shark,M,Lacerations to right  hand by hooked shark PROVOKED INCIDENT,N,"LEMON SHARK, 6' FEMALE",28.0
2007-03-20,2007.0,Unprovoked,AUSTRALIA,New South Wales,South Golden Beach,Surfing,F,Lacerations to 3 fingers of left hand,N,1.5 M SHARK,42.0
2006-06-05,2006.0,Unprovoked,AUSTRALIA,South Australia,Waitpinga,Surfing,M,"No injury, knocked off surfboard",N,14' WHITE SHARK,40.0
2006-05-24,2006.0,Provoked,USA,Hawaii,Lanai,Spearfishing,M,Knee bitten after diver poked shark PROVOKED INCIDENT,N,"GREY REEF SHARK, 5' TO 8'",15.0
2006-02-13,2006.0,Unprovoked,AUSTRALIA,Queensland,"Golden Beach, Caloundra",Wading,M,Lacerations to foot,N,UNKNOW,18.0
2005-10-03,2005.0,Unprovoked,BAHAMAS,Abaco Islands,Grand Cay,Diving,M,Lacerations to right side of face,N,UNKNOW,35.0
2005-06-07,2005.0,Unprovoked,USA,South Carolina,"Kiawah Island, Charleston County",Boogie boarding,F,Foot lacerated,N,UNKNOW,11.0
2005-05-27,2005.0,Unprovoked,USA,Florida,"Sand Key Beach, Clearwater, Pinellas County",Crouching in 2' of water,F,Right arm & torso bitten,N,18 TO 36 SHARK,28.0
2005-03-28,2005.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Noordhoek,Surfing,M,"Lacerations to right calf, puncture wounds on right foot",N,4 M [13'] SHARK,32.0
2005-01-19,2005.0,Provoked,AUSTRALIA,Victoria,Port Phillip Bay,Spearfishing,M,No injury. Towed by speared shark PROVOKED INCIDENT,N,3 M SHARK,28.0
2004-05-29,2004.0,Unprovoked,USA,Texas,"Pirate's Beach, Galveston Island",Wading,M,Puncture wounds on shin,N,0.9 M TO 1.5 M [3' TO 5'] SHARK,16.0
2004-04-26,2004.0,Unprovoked,AUSTRALIA,New South Wales,"Latitude Reef, near Forster",Diving,M,Puncture wounds on wrist,N,"WOBBEGONG SHARK, 1.2 M [4'] K",28.0
2004-04-05,2004.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Surfers' Corner, Muizenberg, False Bay",Surfing,M,"Left leg lacerated, right leg severed above the knee",N,5 M [16.5'] WHITE SHARK,16.0
2004-01-21,2004.0,Unprovoked,VENEZUELA,Anzoategui,"Playa Colorada Beach, Mochima National Park, only 200 m west of Santa Cruz Beach",Swimming,M,Lower back & hand bitten,N,"BULL SHARK, 1.65 M [5'5] WAS SPEARED & KILLED",28.0
2003-09-17,2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,3 puncture wounds on left foot,N,UNKNOW,17.0
2003-06-30,2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Right foot & toes lacerated,N,UNIDENTIFIED SPECIES,17.0
2003-06-22,2003.0,Unprovoked,USA,Johnston Atoll,Unknow,Swimming,M,Left leg bitten,N,UNIDENTIFIED SPECIES,51.0
2003-04-04,2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Left hand and wrist bitten,N,4' TO 5' SHARK,50.0
2003-01-17,2003.0,Invalid,SOUTH AFRICA,Western Cape Province,"Near the lagoon at Table View, Cape Peninsula",Unknown,M,Probable scavenging. The boy disappeared while at the beach on January 1st. His decomposed shark-bitten body washed ashore January 17th,UNKNOWN,SHARK INVOLVEMENT PRIOR TO DEATH WAS NOT CONFIRMED,14.0
2002-11-17,2002.0,Unprovoked,USA,Hawaii,Ka'anapali,Swimming,F,Right shoulder forarm & wrist bitten,N,2.4 M TO 3 M [8' TO 10'] GREY COLORED SHARK,34.0
2002-08-17,2002.0,Unprovoked,USA,Alabama,"Gulf of Mexico, 65 miles offshore from Mobile",Swimming,F,Both arms & leg bitten,N,UNKNOW,29.0
2002-06-13,2002.0,Unprovoked,PAPUA NEW GUINEA,Louisiade Archipelago,"Gawa Reefs, Sudest Island",Attempting to retreive a dinghy,M,FATAL,Y,UNKNOW,28.0
